sender,subject,body,dmarc_spf_pass,label,num_links,num_dollar_signs,num_urgent_terms,num_personal_pronouns,domain_match,suspicious_subject,signature_mismatch
contact@boylejenningsandboyd.com,Meeting Follow-up: Grass-roots exuding data-warehouse,"
Hi William,

Great connecting with you during our meeting about Grass-roots exuding data-warehouse. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-07-15.

Best regards,
William
Financial risk analyst
Boyle, Jennings and Boyd
                

Best regards,
William Lambert
Travel agency manager
Boyle, Jennings and Boyd
Phone: (658)649-2141x95089",1,0,0,0,0,5,1,-1,1
marketing@bellsmithandaustin.com,Project Update: Prevent glass,"
Hi Marvin,

Great connecting with you during our meeting about Phased empowering adapter. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-07-17.

Best regards,
Marvin
Call centre manager
Bell, Smith and Austin
                

Best regards,
Marvin Lopez
Psychologist, counselling
Bell, Smith and Austin
Phone: +1-563-966-4401x28404",1,0,0,0,0,5,1,-1,1
support@burnsltd.com,Action Required: Update Payment Information,"
Hi Ryan,

This is a reminder that your payment for invoice #9364 for $3133 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Camacho-Mays.com/update-payment?token=aee57f44-5275-44ae-b469-f0836fa851bf

If you believe this is an error, please contact our billing department.

Best regards,
Camacho-Mays Billing Department
                ",0,1,1,1,0,1,0,1,1
louis@stewart-scott.net,Meeting Follow-up: Digitized non-volatile extranet,"
Dear Louis,

Your August 2022 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Stewart-Scott.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Stewart-Scott Billing Department
                

Best regards,
Louis Vance
Sport and exercise psychologist
Stewart-Scott
Phone: 774.719.7128x489",1,0,1,0,0,0,1,-1,1
hr@kirby-kelley.com,Project Update: Line project,"
Dear Benjamin,

Your August 2023 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Kirby-Kelley.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Kirby-Kelley Billing Department
                

Best regards,
Benjamin Brown
Accountant, chartered certified
Kirby-Kelley
Phone: 996.267.0664x3777",1,0,1,0,0,0,1,-1,1
brandy.james@hopkinsgroup.com,Meeting Follow-up: Fully-configurable dynamic infrastructure,"
Hello Team,

Quick update on the Wonder suddenly project. Milestones are on track. 
We've completed 55% of the deliverables ahead of schedule.

Meeting scheduled for 2025-06-03 to discuss next steps.

Best regards,
Brandy
Medical laboratory scientific officer
Hopkins Group
                

Best regards,
Brandy James
Designer, furniture
Hopkins Group
Phone: 356.752.9660x0683",1,0,0,0,0,1,1,-1,1
support@rhodesltd.com,Invoice 3605: Past Due Payment Notice,"
Dear Megan,

We've detected suspicious activity on your Rhodes Ltd account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Rhodes Ltd.com/verify?token=24bf4b6d-1403-43f4-b065-34d3924b0590

If this wasn't you, contact security immediately: security@Rhodes Ltd.com

Sincerely,
Rhodes Ltd Security Team
                ",0,1,1,0,3,2,1,0,0
billing@wallacemcgeeandjacks.com,Your December 2021 Statement,"
Dear Scott,

Your December 2021 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Wallace, Mcgee and Jackson.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Wallace, Mcgee and Jackson Billing Department
                

Best regards,
Scott King
Exercise physiologist
Wallace, Mcgee and Jackson
Phone: +1-745-701-1161",1,0,1,0,0,0,1,0,1
admin@fritz-ortiz.com,Invoice 3123: Past Due Payment Notice,"
Dear Nicolas,

We've detected suspicious activity on your Fritz-Ortiz account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Fritz-Ortiz.com/verify?token=30388192-4c50-4f0c-a427-0a5d5fce3923

If this wasn't you, contact security immediately: security@Fritz-Ortiz.com

Sincerely,
Fritz-Ortiz Security Team
                ",0,1,1,0,3,2,1,0,0
maria.frazi@krausejamesandmurphy.com,Your February 2022 Statement,"
Hello Team,

Quick update on the Dark dream project. Milestones are on track. 
We've completed 40% of the deliverables ahead of schedule.

Meeting scheduled for 2025-02-20 to discuss next steps.

Best regards,
Maria
Scientist, physiological
Krause, James and Murphy
                

Best regards,
Maria Frazier
Purchasing manager
Krause, James and Murphy
Phone: 393-422-5517x2218",1,0,0,0,0,1,1,0,1
support@clarkandsons.com,Invoice 7439: Past Due Payment Notice,"
Hello Cynthia,

Following up on our conversation about the Evening authority project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Clark and Sons Services
Account #: 213166061358364
Routing #: 534181947

Please direct all future payments to this new account.

Sincerely,
Cynthia
Arts development officer
Clark and Sons
                ",0,1,0,0,0,3,1,0,0
help@berry-cox.com,Meeting Follow-up: Intuitive even-keeled website,"
Hello Team,

Quick update on the Low maintain project. Milestones are on track. 
We've completed 68% of the deliverables ahead of schedule.

Meeting scheduled for 2025-07-07 to discuss next steps.

Best regards,
Kara
Social worker
Berry-Cox
                

Best regards,
Kara Glenn
Engineer, production
Berry-Cox
Phone: (215)588-3532x30726",1,0,0,0,0,1,1,-1,1
kelly.sulli@millercurtisandtorre.com,Project Update: Trade minute,"
Hello Team,

Quick update on the Trade minute project. Milestones are on track. 
We've completed 30% of the deliverables ahead of schedule.

Meeting scheduled for 2025-08-18 to discuss next steps.

Best regards,
Kelly
Agricultural engineer
Miller, Curtis and Torres
                

Best regards,
Kelly Sullivan
Horticultural consultant
Miller, Curtis and Torres
Phone: 333-293-7802",1,0,0,0,0,1,1,-1,1
helen@lewishernandezandwoo.net,Your August 2021 Statement,"
Hi Helen,

Great connecting with you during our meeting about Assimilated heuristic policy. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-02-09.

Best regards,
Helen
Optician, dispensing
Lewis, Hernandez and Woods
                

Best regards,
Helen Barnes
Market researcher
Lewis, Hernandez and Woods
Phone: 001-745-441-1107x8473",1,0,0,0,0,5,1,0,1
billing@beckinc.com,Security Alert: Beck Inc Account Activity,"
Hi Zachary,

This is a reminder that your payment for invoice #8262 for $1477 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Beck Inc.com/update-payment?token=59a1c9ad-f005-48a3-a05b-6e3a241c91d8

If you believe this is an error, please contact our billing department.

Best regards,
Beck Inc Billing Department
                

Best regards,
Zachary Williams
Engineer, automotive
Beck Inc
Phone: 366-898-4117x9906",1,1,1,1,0,1,1,1,1
amber@wrightplc.com,Your January 2022 Statement,"
Hi Amber,

Great connecting with you during our meeting about Open-architected heuristic knowledgebase. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-04-13.

Best regards,
Amber
Make
Wright PLC
                

Best regards,
Amber Smith
Podiatrist
Wright PLC
Phone: +1-635-803-9548",1,0,0,0,0,5,1,0,1
admin@wrightgroup.com,Your May 2020 Statement,"
Hi Mark,

Great connecting with you during our meeting about Re-contextualized 24/7 portal. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-04-26.

Best regards,
Mark
Designer, furniture
Wright Group
                

Best regards,
Mark Hernandez
Air cabin crew
Wright Group
Phone: 001-594-565-0934",1,0,0,0,0,5,1,0,1
support@wattsbradleyandbrown.com,"Notification: Watts, Bradley and Brown - Account Verification Needed","
Hello Joseph,

Following up on our conversation about the As what project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Watts, Bradley and Brown Services
Account #: 4074858896402959
Routing #: 621055524

Please direct all future payments to this new account.

Sincerely,
Joseph
Engineer, manufacturing systems
Watts, Bradley and Brown
                ",0,0,0,0,0,3,1,0,0
support@cooknicholsonandmurr.com,"Notification: Cook, Nicholson and Murray - Account Verification Needed","
Dear Elijah,

We've detected suspicious activity on your Cook, Nicholson and Murray account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Cook, Nicholson and Murray.com/verify?token=6b73fc2d-2199-40d0-ad31-85de319babe1

If this wasn't you, contact security immediately: security@Cook, Nicholson and Murray.com

Sincerely,
Cook, Nicholson and Murray Security Team
                

Best regards,
Elijah Graves
Designer, jewellery
Cook, Nicholson and Murray
Phone: 5995446403",0,1,1,0,3,2,1,0,1
sheila@torresinc.com,Welcome Sheila to Torres Inc!,"
Hello Team,

Quick update on the Effect blue project. Milestones are on track. 
We've completed 47% of the deliverables ahead of schedule.

Meeting scheduled for 2025-03-21 to discuss next steps.

Best regards,
Sheila
Education administrator
Torres Inc
                

Best regards,
Sheila Solis
Financial controller
Torres Inc
Phone: 565-699-5715",1,0,0,0,0,1,1,0,1
admin@barnesgroup.com,Notification: Barnes Group - Account Verification Needed,"
Dear Karen,

We've detected suspicious activity on your Barnes Group account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Barnes Group.com/verify?token=d7791ab8-0b16-4773-8420-4b4604189cac

If this wasn't you, contact security immediately: security@Barnes Group.com

Sincerely,
Barnes Group Security Team
                

Questions? Visit our FAQ page at https://barnesgroup.com/faq or call 1-800-8575622",1,0,2,0,3,3,1,0,0
info@sweeney-todd.com,Welcome Jessica to Sweeney-Todd!,"
Dear Jessica,

Your February 2020 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Sweeney-Todd.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Sweeney-Todd Billing Department
                

Best regards,
Jessica Singh
Merchant navy officer
Sweeney-Todd
Phone: 001-686-229-6132x94210",1,0,1,0,0,0,1,0,1
